9,12,2001,8,13
9,15,2001,1,15
9,19,2001,3,8
9,22,2001,21,25
9,26,2001,15,19
9,29,2001,21,25
10,3,2001,3,8
10,6,2001,8,14
10,10,2001,1,6
10,13,2001,5,17
10,17,2001,5,8
10,20,2001,8,18
10,24,2001,3,8
10,27,2001,1,17
10,31,2001,1,2
11,3,2001,7,12
11,7,2001,8,18
11,10,2001,9,10
11,14,2001,6,8
11,17,2001,21,27
11,21,2001,5,7
11,24,2001,5,22
11,28,2001,10,25
12,1,2001,2,14
12,5,2001,7,43
12,8,2001,1,11
12,12,2001,6,15
12,15,2001,2,9
12,19,2001,6,15
12,22,2001,19,20
12,26,2001,2,18
12,29,2001,17,26
1,2,2002,1,10
1,5,2002,1,17
1,9,2002,11,15
1,12,2002,1,10
1,16,2002,5,16
1,19,2002,11,23
1,23,2002,11,16
1,26,2002,1,9
1,30,2002,9,16
2,2,2002,18,34
2,6,2002,2,3
2,9,2002,16,25
2,13,2002,14,30
2,16,2002,14,17
2,20,2002,4,5
2,23,2002,4,24
2,27,2002,8,19
3,2,2002,15,18
3,6,2002,7,17
3,9,2002,8,20
3,13,2002,4,7
3,16,2002,7,19
3,20,2002,3,16
3,23,2002,8,23
3,27,2002,9,16
3,30,2002,21,24
4,3,2002,2,19
4,6,2002,15,31
4,10,2002,2,8
4,13,2002,7,9
4,17,2002,2,11
4,20,2002,2,8
4,24,2002,7,26
4,27,2002,8,9
5,1,2002,10,20
5,4,2002,4,8
5,8,2002,6,10
5,11,2002,5,7
5,15,2002,6,12
5,18,2002,16,24
5,22,2002,9,12
5,25,2002,1,5
5,29,2002,5,14
6,1,2002,4,44
6,5,2002,12,15
6,8,2002,6,26
6,12,2002,14,20
6,15,2002,7,16
6,19,2002,3,14
6,22,2002,1,7
6,26,2002,6,10
6,29,2002,2,15
7,3,2002,7,11
7,6,2002,4,20
7,10,2002,27,36
7,13,2002,5,7
7,17,2002,18,22
7,20,2002,3,10
7,24,2002,18,19
7,27,2002,7,28
7,31,2002,5,13
8,3,2002,4,10
8,7,2002,2,15
8,10,2002,5,13
8,14,2002,6,9
8,17,2002,4,6
8,21,2002,4,6
8,24,2002,13,15
8,28,2002,9,35
8,31,2002,7,17
9,4,2002,9,12
9,7,2002,3,23
9,11,2002,3,7
9,14,2002,11,18
9,18,2002,4,10
9,21,2002,14,35
9,25,2002,3,11
9,28,2002,8,39
10,2,2002,11,20
10,5,2002,2,9
10,9,2002,5,24
10,12,2002,1,2
10,16,2002,5,6
10,19,2002,1,20
10,23,2002,3,11
10,26,2002,13,22
10,30,2002,9,20
11,2,2002,2,5
11,6,2002,24,27
11,9,2002,8,26
11,13,2002,16,19
11,16,2002,19,30
11,20,2002,4,9
11,23,2002,4,12
11,27,2002,4,17
11,30,2002,1,14
12,4,2002,6,14
12,7,2002,1,9
12,11,2002,1,12
12,14,2002,6,14
12,18,2002,2,24
12,21,2002,3,13
12,24,2002,10,15
12,28,2002,15,30
1,1,2003,22,37
1,4,2003,4,28
1,8,2003,12,15
1,11,2003,4,12
1,15,2003,17,19
1,18,2003,2,10
1,22,2003,20,24
1,25,2003,10,12
1,29,2003,3,4
2,1,2003,21,29
2,5,2003,5,6
2,8,2003,7,12
2,12,2003,3,5
2,15,2003,19,23
2,19,2003,1,24
2,22,2003,7,8
2,26,2003,11,27
3,1,2003,8,20
3,5,2003,12,13
3,8,2003,10,12
3,12,2003,4,31
3,15,2003,5,16
3,19,2003,2,7
3,22,2003,6,14
3,26,2003,21,32
3,29,2003,7,8
4,2,2003,10,14
4,5,2003,10,22
4,9,2003,4,19
4,12,2003,15,17
4,16,2003,2,9
4,19,2003,3,10
4,23,2003,2,10
4,26,2003,14,16
4,30,2003,2,5
5,3,2003,4,18
5,7,2003,8,43
5,10,2003,12,24
5,14,2003,6,9
5,17,2003,6,7
5,21,2003,4,17
5,24,2003,8,20
5,28,2003,13,14
5,31,2003,12,16
6,4,2003,13,29
6,7,2003,4,10
6,11,2003,2,13
6,14,2003,11,15
6,18,2003,1,3
6,21,2003,5,20
6,25,2003,4,14
6,28,2003,9,16
7,2,2003,8,13
7,5,2003,17,28
7,9,2003,6,9
7,12,2003,10,25
7,16,2003,5,8
7,19,2003,16,31
7,23,2003,6,10
7,26,2003,7,14
7,30,2003,29,32
8,2,2003,5,15
8,6,2003,7,12
8,9,2003,6,10
8,13,2003,3,28
8,16,2003,13,24
8,20,2003,10,14
8,23,2003,7,11
8,27,2003,8,12
8,30,2003,11,15
9,3,2003,20,30
9,6,2003,27,29
9,10,2003,4,22
9,13,2003,7,11
9,17,2003,6,10
9,20,2003,8,16
9,24,2003,10,14
9,27,2003,3,10
10,1,2003,23,25
10,4,2003,7,9
10,8,2003,7,11
10,11,2003,15,24
10,15,2003,24,29
10,18,2003,18,33
10,22,2003,1,6
10,25,2003,16,19
10,29,2003,6,7
11,1,2003,6,7
11,5,2003,5,16
11,8,2003,10,11
11,12,2003,2,26
11,15,2003,22,25
11,19,2003,17,26
11,22,2003,21,24
11,26,2003,8,12
11,29,2003,4,15
12,3,2003,1,2
12,6,2003,7,10
12,10,2003,1,2
12,13,2003,3,19
12,17,2003,6,18
12,20,2003,11,27
12,24,2003,5,8
12,27,2003,1,12
12,31,2003,1,22
1,3,2004,3,13
1,7,2004,13,22
1,10,2004,15,18
1,14,2004,1,4
1,17,2004,15,28
1,21,2004,6,10
1,24,2004,2,5
1,28,2004,7,8
1,31,2004,2,5
2,4,2004,23,30
2,7,2004,12,16
2,11,2004,15,17
2,14,2004,5,26
2,18,2004,17,19
2,21,2004,4,14
2,25,2004,14,16
2,28,2004,1,4
3,3,2004,6,18
3,6,2004,6,17
3,10,2004,2,11
3,13,2004,16,21
3,17,2004,13,17
3,20,2004,25,45
3,24,2004,13,26
3,27,2004,11,18
3,31,2004,1,6
4,3,2004,9,38
4,7,2004,5,8
4,10,2004,4,7
4,14,2004,18,39
4,17,2004,38,45
4,21,2004,19,26
4,24,2004,12,16
4,28,2004,2,3
5,1,2004,5,17
5,5,2004,5,8
5,8,2004,20,21
5,12,2004,5,7
5,15,2004,7,15
5,19,2004,3,4
5,22,2004,7,17
5,26,2004,8,20
5,29,2004,3,29
6,2,2004,12,19
6,5,2004,17,20
6,9,2004,11,14
6,12,2004,4,29
6,16,2004,4,19
6,19,2004,14,21
6,23,2004,15,32
6,26,2004,5,32
6,30,2004,20,26
7,3,2004,8,15
7,7,2004,22,26
7,10,2004,10,22
7,14,2004,1,4
7,17,2004,2,5
7,21,2004,8,22
7,24,2004,6,9
7,28,2004,3,9
7,31,2004,2,21
8,4,2004,18,23
8,7,2004,7,15
8,11,2004,2,37
8,14,2004,3,19
8,18,2004,4,19
8,21,2004,30,32
8,25,2004,23,31
8,28,2004,6,9
9,1,2004,25,29
9,4,2004,8,17
9,8,2004,11,21
9,11,2004,8,13
9,15,2004,4,8
9,18,2004,9,10
9,22,2004,24,27
9,25,2004,3,15
9,29,2004,1,4
10,2,2004,2,40
10,6,2004,5,17
10,9,2004,3,10
10,13,2004,9,18
10,16,2004,4,12
10,20,2004,3,17
10,23,2004,8,28
10,27,2004,15,17
10,30,2004,6,7
11,3,2004,6,25
11,6,2004,3,5
11,10,2004,1,22
11,13,2004,2,4
11,17,2004,2,10
11,20,2004,1,20
11,24,2004,24,27
11,27,2004,2,4
12,1,2004,17,42
12,4,2004,2,11
12,8,2004,3,4
12,11,2004,14,15
12,15,2004,6,12
12,18,2004,3,20
12,22,2004,31,33
12,24,2004,3,16
12,29,2004,19,20
1,1,2005,8,18
1,5,2005,21,27
1,8,2005,10,37
1,12,2005,7,17
1,15,2005,22,28
1,19,2005,1,3
1,22,2005,20,28
1,26,2005,3,26
1,29,2005,20,30
2,2,2005,13,19
2,5,2005,3,10
2,9,2005,11,18
2,12,2005,5,17
2,16,2005,14,19
2,19,2005,5,31
2,23,2005,8,27
2,26,2005,9,23
3,2,2005,14,34
3,5,2005,8,36
3,9,2005,1,11
3,12,2005,18,27
3,16,2005,6,19
3,19,2005,6,20
3,23,2005,2,3
3,26,2005,3,9
3,30,2005,1,16
4,2,2005,4,36
4,6,2005,22,26
4,9,2005,7,14
4,13,2005,9,13
4,16,2005,2,7
4,20,2005,3,30
4,23,2005,11,19
4,27,2005,7,10
4,30,2005,5,8
5,4,2005,8,12
5,7,2005,21,30
5,11,2005,6,16
5,14,2005,8,16
5,18,2005,20,34
5,21,2005,2,19
5,25,2005,5,13
5,28,2005,1,6
6,1,2005,6,11
6,4,2005,23,29
6,8,2005,18,23
6,11,2005,13,23
6,15,2005,3,18
6,18,2005,12,25
6,22,2005,1,33
6,25,2005,4,8
6,29,2005,4,22
7,2,2005,3,12
7,6,2005,12,13
7,9,2005,11,13
7,13,2005,8,9
7,16,2005,7,11
7,20,2005,8,30
7,23,2005,7,17
7,27,2005,14,19
7,30,2005,1,2
8,3,2005,2,16
8,6,2005,4,26
8,10,2005,10,12
8,13,2005,13,17
8,17,2005,7,16
8,20,2005,31,32
8,24,2005,2,8
8,27,2005,1,3
8,31,2005,10,37
9,3,2005,15,19
9,7,2005,13,14
9,10,2005,15,31
9,14,2005,3,19
9,17,2005,3,38
9,21,2005,14,17
9,24,2005,19,27
9,28,2005,4,6
10,1,2005,4,9
10,5,2005,7,14
10,8,2005,7,13
10,12,2005,8,13
10,15,2005,10,17
10,19,2005,8,20
10,22,2005,6,14
10,26,2005,2,21
10,29,2005,4,25
11,2,2005,4,17
11,5,2005,7,26
11,9,2005,11,25
11,12,2005,10,22
11,16,2005,12,23
11,19,2005,11,18
11,23,2005,3,6
11,26,2005,9,15
11,30,2005,25,30
12,3,2005,8,19
12,7,2005,9,16
12,10,2005,3,11
12,14,2005,10,16
12,17,2005,17,28
12,21,2005,3,4
12,24,2005,5,12
12,28,2005,2,4
12,31,2005,6,9
1,4,2006,10,15
1,7,2006,3,37
1,11,2006,1,2
1,14,2006,12,15
1,18,2006,22,37
1,21,2006,6,24
1,25,2006,8,25
1,28,2006,20,34
2,1,2006,17,32
2,4,2006,10,15
2,8,2006,19,26
2,11,2006,1,4
2,15,2006,8,25
2,18,2006,31,41
2,22,2006,12,15
2,25,2006,20,28
3,1,2006,14,22
3,4,2006,2,6
3,8,2006,17,20
3,11,2006,3,10
3,15,2006,1,13
3,18,2006,21,27
3,22,2006,3,26
3,25,2006,16,21
3,29,2006,12,17
4,1,2006,5,23
4,5,2006,18,27
4,8,2006,4,41
4,12,2006,10,18
4,15,2006,11,21
4,19,2006,2,11
4,22,2006,24,25
4,26,2006,21,27
4,29,2006,3,6
5,3,2006,4,8
5,6,2006,8,11
5,10,2006,1,11
5,13,2006,18,20
5,17,2006,2,4
5,20,2006,21,23
5,24,2006,1,10
5,27,2006,13,33
5,31,2006,9,10
6,3,2006,4,7
6,7,2006,2,3
6,10,2006,2,12
6,14,2006,9,25
6,17,2006,4,11
6,21,2006,6,33
6,24,2006,16,20
6,28,2006,20,27
7,1,2006,1,13
7,5,2006,2,3
7,8,2006,8,11
7,12,2006,9,16
7,15,2006,5,14
7,19,2006,5,14
7,22,2006,27,31
7,26,2006,19,32
7,29,2006,5,10
8,2,2006,2,3
8,5,2006,7,16
8,9,2006,6,32
8,12,2006,3,11
8,16,2006,3,7
8,19,2006,9,10
8,23,2006,5,36
8,26,2006,9,22
8,30,2006,1,8
9,2,2006,9,13
9,6,2006,2,13
9,9,2006,3,9
9,13,2006,6,30
9,16,2006,7,13
9,20,2006,6,7
9,23,2006,1,39
9,27,2006,9,19
9,30,2006,1,11
10,4,2006,7,9
10,7,2006,6,28
10,11,2006,3,21
10,14,2006,10,15
10,18,2006,20,24
10,21,2006,11,18
10,25,2006,1,8
10,28,2006,8,10
11,1,2006,15,23
11,4,2006,4,8
11,8,2006,10,13
11,11,2006,1,2
11,15,2006,16,26
11,18,2006,5,17
11,22,2006,13,32
11,25,2006,24,25
11,29,2006,13,29
12,2,2006,13,23
12,6,2006,3,9
12,9,2006,8,18
12,13,2006,7,33
12,16,2006,7,8
12,20,2006,4,19
12,23,2006,4,7
12,27,2006,12,18
12,30,2006,1,2
1,3,2007,3,9
1,6,2007,7,10
1,10,2007,1,6
1,13,2007,28,31
1,17,2007,13,25
1,20,2007,7,9
1,24,2007,11,13
1,27,2007,8,24
1,31,2007,3,6
2,3,2007,25,36
2,7,2007,4,20
2,10,2007,14,27
2,14,2007,7,19
2,17,2007,6,8
2,21,2007,15,19
2,24,2007,6,12
2,28,2007,2,11
3,3,2007,14,19
3,7,2007,1,16
3,10,2007,4,19
3,14,2007,8,14
3,17,2007,1,36
3,21,2007,7,14
3,24,2007,2,4
3,28,2007,7,26
3,31,2007,5,16
4,4,2007,8,9
4,7,2007,29,30
4,11,2007,3,6
4,14,2007,4,5
4,18,2007,11,12
4,21,2007,5,27
4,25,2007,16,24
4,28,2007,17,20
5,2,2007,2,3
5,5,2007,3,18
5,9,2007,2,13
5,12,2007,5,18
5,16,2007,3,10
5,19,2007,2,10
5,23,2007,4,12
5,26,2007,19,21
5,30,2007,14,23
6,2,2007,5,15
6,6,2007,1,5
6,9,2007,6,12
6,13,2007,23,24
6,16,2007,18,25
6,20,2007,12,16
6,23,2007,24,31
6,27,2007,2,5
6,30,2007,12,17
7,4,2007,6,29
7,7,2007,8,36
7,11,2007,15,16
7,14,2007,9,14
7,18,2007,14,22
7,21,2007,6,19
7,25,2007,2,17
7,28,2007,4,25
8,1,2007,16,27
8,4,2007,23,27
8,8,2007,15,37
8,11,2007,7,10
8,15,2007,11,14
8,18,2007,4,9
8,22,2007,9,16
8,25,2007,2,4
8,29,2007,2,8
9,1,2007,12,16
9,5,2007,3,19
9,8,2007,6,33
9,12,2007,6,7
9,15,2007,8,16
9,19,2007,3,8
9,22,2007,2,5
9,26,2007,4,5
9,29,2007,5,9
10,3,2007,21,26
10,6,2007,11,21
10,10,2007,20,23
10,13,2007,1,4
10,17,2007,17,28
10,20,2007,8,9
10,24,2007,15,20
10,27,2007,10,15
10,31,2007,11,13
11,3,2007,5,12
11,7,2007,2,13
11,10,2007,6,15
11,14,2007,21,23
11,17,2007,5,6
11,21,2007,22,31
11,24,2007,1,6
11,28,2007,7,13
12,1,2007,19,33
12,5,2007,6,29
12,8,2007,1,23
12,12,2007,1,6
12,15,2007,8,9
12,19,2007,20,22
12,22,2007,17,33
12,26,2007,7,12
12,29,2007,8,9
1,2,2008,7,20
1,5,2008,12,18
1,9,2008,18,32
1,12,2008,25,27
1,16,2008,28,37
1,19,2008,2,4
1,23,2008,6,11
1,26,2008,5,13
1,30,2008,3,7
2,2,2008,2,9
2,6,2008,1,2
2,9,2008,14,33
2,13,2008,1,18
2,16,2008,1,7
2,20,2008,8,9
2,23,2008,3,9
2,27,2008,11,12
3,1,2008,9,13
3,5,2008,12,14
3,8,2008,4,21
3,12,2008,15,21
3,15,2008,1,17
3,19,2008,3,8
3,22,2008,25,30
3,26,2008,7,8
3,29,2008,10,16
4,2,2008,1,8
4,5,2008,4,11
4,9,2008,25,26
4,12,2008,2,11
4,16,2008,3,20
4,19,2008,2,6
4,23,2008,17,24
4,26,2008,10,15
4,30,2008,3,14
5,3,2008,19,28
5,7,2008,16,25
5,10,2008,1,3
5,14,2008,1,9
5,17,2008,4,9
5,21,2008,1,7
5,24,2008,8,24
5,28,2008,17,25
5,31,2008,6,24
6,4,2008,1,4
6,7,2008,5,11
6,11,2008,5,8
6,14,2008,9,14
6,18,2008,7,11
6,21,2008,7,24
6,25,2008,8,22
6,28,2008,3,8
7,2,2008,3,18
7,5,2008,3,12
7,9,2008,4,8
7,12,2008,16,17
7,16,2008,10,19
7,19,2008,2,25
7,23,2008,1,14
7,26,2008,7,11
7,30,2008,5,14
8,2,2008,22,26
8,6,2008,11,16
8,9,2008,2,8
8,13,2008,8,13
8,16,2008,15,20
8,20,2008,14,20
8,23,2008,9,27
8,27,2008,8,21
8,30,2008,18,20
9,3,2008,14,32
9,6,2008,3,24
9,10,2008,7,13
9,13,2008,7,14
9,17,2008,14,15
9,20,2008,12,13
9,24,2008,1,19
9,27,2008,2,8
10,1,2008,17,31
10,4,2008,15,23
10,8,2008,18,30
10,11,2008,8,10
10,15,2008,10,11
10,18,2008,5,22
10,22,2008,3,14
10,25,2008,13,15
10,29,2008,1,13
11,1,2008,12,24
11,5,2008,15,33
11,8,2008,15,28
11,12,2008,1,13
11,15,2008,1,8
11,19,2008,6,7
11,22,2008,7,9
11,26,2008,7,11
11,29,2008,16,19
12,3,2008,31,36
12,6,2008,25,28
12,10,2008,16,20
12,13,2008,8,16
12,17,2008,11,12
12,20,2008,7,9
12,24,2008,8,15
12,27,2008,11,26
12,31,2008,2,7
1,3,2009,28,35
1,7,2009,12,17
1,10,2009,16,17
1,14,2009,10,13
1,17,2009,5,12
1,21,2009,17,22
1,24,2009,12,20
1,28,2009,1,10
1,31,2009,23,26
2,4,2009,12,16
2,7,2009,1,23
2,11,2009,10,11
2,14,2009,3,34
2,18,2009,4,38
2,21,2009,4,11
2,25,2009,1,2
2,28,2009,1,29
3,4,2009,3,18
3,7,2009,14,25
3,11,2009,2,8
3,14,2009,4,18
3,18,2009,9,19
3,21,2009,2,5
3,25,2009,9,12
3,28,2009,11,47
4,1,2009,5,7
4,4,2009,10,14
4,8,2009,5,6
4,11,2009,8,14
4,15,2009,12,25
4,18,2009,1,18
4,22,2009,9,11
4,25,2009,2,7
4,29,2009,1,2
5,2,2009,1,8
5,6,2009,3,29
5,9,2009,2,6
5,13,2009,4,24
5,16,2009,11,19
5,20,2009,7,9
5,23,2009,18,23
5,27,2009,16,29
5,30,2009,6,11
6,3,2009,8,14
6,6,2009,7,18
6,10,2009,11,26
6,13,2009,33,35
6,17,2009,22,40
6,20,2009,12,21
6,24,2009,19,29
6,27,2009,19,36
7,1,2009,2,35
7,4,2009,1,19
7,8,2009,3,5
7,11,2009,8,12
7,15,2009,7,19
7,18,2009,5,12
7,22,2009,7,18
7,25,2009,2,8
7,29,2009,14,25
8,1,2009,5,13
8,5,2009,9,30
8,8,2009,10,21
8,12,2009,5,12
8,15,2009,1,8
8,19,2009,3,7
8,22,2009,22,32
8,26,2009,3,5
8,29,2009,7,29
9,2,2009,23,24
9,5,2009,7,26
9,9,2009,22,27
9,12,2009,19,22
9,16,2009,17,29
9,19,2009,9,22
9,23,2009,9,15
9,26,2009,17,22
9,30,2009,8,14
10,3,2009,26,28
10,7,2009,3,5
10,10,2009,19,23
10,14,2009,10,14
10,17,2009,3,16
10,21,2009,26,29
10,24,2009,4,5
10,28,2009,8,12
10,31,2009,2,15
11,4,2009,10,17
11,7,2009,16,20
11,11,2009,16,17
11,14,2009,4,11
11,18,2009,6,8
11,21,2009,16,23
11,25,2009,7,29
11,28,2009,9,39
12,2,2009,19,30
12,5,2009,11,21
12,9,2009,4,5
12,12,2009,8,16
12,16,2009,11,28
12,19,2009,12,15
12,23,2009,18,33
12,26,2009,2,18
12,30,2009,10,13
1,2,2010,4,28
1,6,2010,1,19
1,9,2010,9,15
1,13,2010,3,18
1,16,2010,19,21
1,20,2010,10,20
1,23,2010,6,18
1,27,2010,13,31
1,30,2010,8,12
2,3,2010,23,24
2,6,2010,2,11
2,10,2010,13,31
2,13,2010,27,45
2,17,2010,18,22
2,20,2010,28,35
2,24,2010,3,4
2,27,2010,3,4
3,3,2010,2,17
3,6,2010,3,5
3,10,2010,6,23
3,13,2010,11,19
3,17,2010,12,29
3,20,2010,7,19
3,24,2010,12,16
3,27,2010,1,13
3,31,2010,11,16
4,3,2010,9,12
4,7,2010,7,23
4,10,2010,8,24
4,14,2010,3,8
4,17,2010,8,13
4,21,2010,15,21
4,24,2010,2,7
4,28,2010,1,7
5,1,2010,4,5
5,5,2010,8,11
5,8,2010,7,31
5,12,2010,4,9
5,15,2010,8,20
5,19,2010,2,4
5,22,2010,1,14
5,26,2010,2,8
5,29,2010,4,18
6,2,2010,6,10
6,5,2010,11,22
6,9,2010,15,18
6,12,2010,8,13
6,16,2010,39,40
6,19,2010,13,22
6,23,2010,11,19
6,26,2010,11,25
6,30,2010,4,6
7,3,2010,4,7
7,7,2010,28,29
7,10,2010,6,13
7,14,2010,9,23
7,17,2010,5,9
7,21,2010,22,28
7,24,2010,6,12
7,28,2010,3,8
7,31,2010,5,18
8,4,2010,3,7
8,7,2010,5,16
8,11,2010,9,21
8,14,2010,8,13
8,18,2010,15,17
8,21,2010,1,9
8,25,2010,9,12
8,28,2010,9,22
9,1,2010,8,16
9,4,2010,7,15
9,8,2010,2,3
9,11,2010,8,16
9,15,2010,3,17
9,18,2010,21,23
9,22,2010,4,18
9,25,2010,7,25
9,29,2010,8,13
10,2,2010,4,42
10,6,2010,12,28
10,9,2010,8,13
10,13,2010,11,16
10,16,2010,1,11
10,20,2010,2,43
10,23,2010,1,8
10,27,2010,12,13
10,30,2010,7,9
11,3,2010,2,15
11,6,2010,1,13
11,10,2010,12,27
11,13,2010,6,10
11,17,2010,3,15
11,20,2010,17,29
11,24,2010,17,21
11,27,2010,1,10
12,1,2010,15,24
12,4,2010,5,11
12,8,2010,8,15
12,11,2010,16,18
12,15,2010,4,21
12,18,2010,23,34
12,22,2010,4,5
12,24,2010,1,4
12,29,2010,12,28
1,1,2011,14,16
1,5,2011,4,6
1,8,2011,11,38
1,12,2011,1,15
1,15,2011,1,11
1,19,2011,16,23
1,22,2011,7,16
1,26,2011,2,10
1,29,2011,1,16
2,2,2011,2,12
2,5,2011,4,11
2,9,2011,17,18
2,12,2011,8,16
2,16,2011,5,15
2,19,2011,8,23
2,23,2011,8,15
2,26,2011,13,18
3,2,2011,1,5
3,5,2011,15,17
3,9,2011,5,6
3,12,2011,13,15
3,16,2011,15,19
3,19,2011,1,14
3,23,2011,4,21
3,26,2011,9,23
3,30,2011,6,24
4,2,2011,15,18
4,6,2011,12,19
4,9,2011,11,19
4,13,2011,3,10
4,16,2011,2,8
4,20,2011,8,16
4,23,2011,8,15
4,27,2011,16,22
4,30,2011,5,13
5,4,2011,13,21
5,7,2011,13,15
5,11,2011,4,14
5,14,2011,17,30
5,18,2011,4,8
5,21,2011,4,17
5,25,2011,4,7
5,28,2011,2,3
6,1,2011,32,38
6,4,2011,3,4
6,8,2011,11,14
6,11,2011,3,12
6,15,2011,9,13
6,18,2011,6,11
6,22,2011,29,38
6,25,2011,13,27
6,29,2011,13,15
7,2,2011,6,9
7,6,2011,1,3
7,9,2011,9,14
7,13,2011,11,22
7,16,2011,1,10
7,20,2011,3,22
7,23,2011,2,39
7,27,2011,7,13
7,30,2011,5,10
8,3,2011,5,7
8,6,2011,12,18
8,10,2011,15,22
8,13,2011,13,14
8,17,2011,18,20
8,20,2011,2,9
8,24,2011,5,27
8,27,2011,1,14
8,31,2011,5,21
9,3,2011,5,8
9,7,2011,14,16
9,10,2011,6,8
9,14,2011,9,15
9,17,2011,14,16
9,21,2011,25,26
9,24,2011,6,8
9,28,2011,2,11
10,1,2011,15,16
10,5,2011,3,5
10,8,2011,1,23
10,12,2011,4,25
10,15,2011,5,18
10,19,2011,12,24
10,22,2011,15,18
10,26,2011,1,5
10,29,2011,7,8
11,2,2011,3,4
11,5,2011,1,13
11,9,2011,6,18
11,12,2011,8,24
11,16,2011,7,23
11,19,2011,8,16
11,23,2011,13,17
11,26,2011,9,17
11,30,2011,10,11
12,3,2011,12,20
12,7,2011,10,20
12,10,2011,8,27
12,14,2011,1,6
12,17,2011,1,17
12,21,2011,1,15
12,24,2011,6,16
12,28,2011,21,24
12,31,2011,11,13
1,4,2012,1,20
1,7,2012,6,8
1,11,2012,20,33
1,14,2012,10,22
1,18,2012,4,9
1,21,2012,8,21
1,25,2012,1,6
1,28,2012,4,15
2,1,2012,4,6
2,4,2012,3,6
2,8,2012,12,13
2,11,2012,2,18
2,15,2012,1,13
2,18,2012,9,17
2,22,2012,6,15
2,25,2012,4,8
2,29,2012,14,33
3,3,2012,29,30
3,7,2012,1,4
3,10,2012,5,16
3,14,2012,7,17
3,17,2012,2,6
3,21,2012,1,3
3,24,2012,5,13
3,28,2012,23,31
3,31,2012,1,14
4,4,2012,5,29
4,7,2012,4,17
4,11,2012,21,32
4,14,2012,3,9
4,18,2012,11,27
4,21,2012,3,5
4,25,2012,6,8
4,28,2012,3,32
5,2,2012,2,8
5,5,2012,1,4
5,9,2012,1,6
5,12,2012,10,24
5,16,2012,8,12
5,19,2012,2,17
5,23,2012,1,6
5,26,2012,8,12
5,30,2012,10,17
6,2,2012,7,17
6,6,2012,7,8
6,9,2012,7,10
6,13,2012,23,36
6,16,2012,20,34
6,20,2012,15,24
6,23,2012,1,11
6,27,2012,5,6
6,30,2012,8,9
7,4,2012,5,14
7,7,2012,6,10
7,11,2012,23,25
7,14,2012,11,18
7,18,2012,19,25
7,21,2012,30,34
7,25,2012,1,4
7,28,2012,12,19
8,1,2012,1,5
8,4,2012,11,13
8,8,2012,7,9
8,11,2012,14,24
8,15,2012,5,21
8,18,2012,5,6
8,22,2012,18,27
8,25,2012,10,30
8,29,2012,2,11
9,1,2012,1,11
9,5,2012,2,14
9,8,2012,2,9
9,12,2012,11,20
9,15,2012,4,5
9,19,2012,9,36
9,22,2012,3,19
9,26,2012,17,20
9,29,2012,6,24
10,3,2012,22,24
10,6,2012,26,27
10,10,2012,2,6
10,13,2012,1,6
10,17,2012,2,5
10,20,2012,4,9
10,24,2012,5,8
10,27,2012,3,8
10,31,2012,12,15
11,3,2012,5,16
11,7,2012,12,17
11,10,2012,6,14
11,14,2012,17,24
11,17,2012,8,21
11,21,2012,2,3
11,24,2012,20,31
11,28,2012,10,11
12,1,2012,30,35
12,5,2012,6,10
12,8,2012,15,23
12,12,2012,2,5
12,15,2012,5,15
12,19,2012,12,21
12,22,2012,16,19
12,26,2012,6,12
12,29,2012,10,13
1,2,2013,2,3
1,5,2013,3,8
1,9,2013,2,21
1,12,2013,5,25
1,16,2013,6,15
1,19,2013,4,7
1,23,2013,7,8
1,26,2013,5,14
1,30,2013,9,22
2,2,2013,9,20
2,6,2013,1,16
2,9,2013,9,18
2,13,2013,3,23
2,16,2013,4,11
2,20,2013,7,15
2,23,2013,1,13
2,27,2013,19,31
3,2,2013,3,9
3,6,2013,2,13
3,9,2013,5,23
3,13,2013,12,17
3,16,2013,19,37
3,20,2013,11,20
3,23,2013,5,26
3,27,2013,23,34
3,30,2013,11,19
4,3,2013,1,18
4,6,2013,13,15
4,10,2013,15,18
4,13,2013,1,2
4,17,2013,9,19
4,20,2013,12,15
4,24,2013,3,8
4,27,2013,29,31
5,1,2013,10,17
5,4,2013,10,17
5,8,2013,15,25
5,11,2013,14,25
5,15,2013,3,16
5,18,2013,2,3
5,22,2013,6,7
5,25,2013,16,23
5,29,2013,8,23
6,1,2013,4,5
6,5,2013,8,21
6,8,2013,9,17
6,12,2013,3,12
6,15,2013,2,7
6,19,2013,2,11
6,22,2013,19,36
6,26,2013,7,19
6,29,2013,3,7
7,3,2013,11,13
7,6,2013,1,11
7,10,2013,6,12
7,13,2013,2,9
7,17,2013,25,29
7,20,2013,8,24
7,24,2013,2,15
7,27,2013,12,17
7,31,2013,9,19
8,3,2013,9,11
8,7,2013,5,6
8,10,2013,12,23
8,14,2013,7,11
8,17,2013,10,17
8,21,2013,11,12
8,24,2013,16,25
